start,end,paper,dataname,method,n_samples,n_neighbors,1-NN,Trustworthiness,Continuity
,,comparative,broken.swiss,lle.skl,2000,11,0.368,0.803,0.981
,,comparative,broken.swiss,lle.skl,2000,10,0.343,0.812,0.983
,,comparative,broken.swiss,lle.skl,2000,12,0.473,0.765,0.98
,,comparative,broken.swiss,lle.skl,2000,15,0.455,0.773,0.979
,,comparative,broken.swiss,lle.skl,2000,8,0.244,0.89,0.957
,,comparative,broken.swiss,lle.skl,2000,13,0.287,0.873,0.902
,,comparative,broken.swiss,lle.skl,2000,14,0.242,0.884,0.977
,,comparative,broken.swiss,lle.skl,2000,9,0.39,0.826,0.984
,,comparative,broken.swiss,lle.skl,2000,7,0.368,0.78,0.978
,,comparative,broken.swiss,lle.skl,2000,5,0.358,0.785,0.977
,,comparative,broken.swiss,lle.skl,2000,6,0.328,0.879,0.987
,,comparative,broken.swiss,lle.skl,2000,11,0.368,0.803,0.981
,,comparative,broken.swiss,lle.skl,2000,10,0.343,0.812,0.983
,,comparative,broken.swiss,lle.skl,2000,12,0.473,0.765,0.98
,,comparative,broken.swiss,lle.skl,2000,15,0.455,0.773,0.979
,,comparative,broken.swiss,lle.skl,2000,8,0.244,0.89,0.957
,,comparative,broken.swiss,lle.skl,2000,13,0.287,0.873,0.902
,,comparative,broken.swiss,lle.skl,2000,14,0.242,0.884,0.977
,,comparative,helix,le.skl,2000,5,0.057,0.99,0.983
,,comparative,helix,le.skl,2000,12,0.33,0.75,0.998
,,comparative,helix,le.skl,2000,15,0.047,0.751,0.998
,,comparative,helix,le.skl,2000,14,0.101,0.749,0.998
,,comparative,helix,le.skl,2000,13,0.224,0.755,0.998
,,comparative,helix,le.skl,2000,11,0.411,0.752,0.998
,,comparative,helix,le.skl,2000,10,0.106,0.757,0.998
,,comparative,helix,le.skl,2000,9,0.373,0.772,0.998
,,comparative,helix,le.skl,2000,6,0.04,0.97,0.952
,,comparative,helix,le.skl,2000,8,0.232,0.777,0.998
,,comparative,helix,le.skl,2000,7,0.013,1.0,1.0
,,comparative,helix,le.skl,2000,5,0.057,0.99,0.983
,,comparative,helix,le.skl,2000,12,0.33,0.75,0.998
,,comparative,helix,le.skl,2000,15,0.047,0.751,0.998
,,comparative,helix,le.skl,2000,14,0.101,0.749,0.998
,,comparative,helix,le.skl,2000,13,0.224,0.755,0.998
,,comparative,helix,le.skl,2000,11,0.411,0.752,0.998
,,comparative,helix,le.skl,2000,10,0.106,0.757,0.998
,,comparative,helix,le.skl,2000,9,0.373,0.772,0.998
,,comparative,helix,le.skl,2000,6,0.04,0.97,0.952
,,comparative,helix,le.skl,2000,8,0.232,0.777,0.998
,,comparative,helix,le.skl,2000,7,0.013,1.0,1.0
,,comparative,broken.swiss,le.skl,2000,6,0.227,0.901,0.925
,,comparative,broken.swiss,le.skl,2000,9,0.282,0.884,0.913
,,comparative,broken.swiss,le.skl,2000,7,0.343,0.849,0.899
,,comparative,broken.swiss,le.skl,2000,8,0.263,0.899,0.935
,,comparative,broken.swiss,le.skl,2000,11,0.269,0.89,0.943
,,comparative,broken.swiss,le.skl,2000,10,0.31,0.856,0.9
,,comparative,broken.swiss,le.skl,2000,13,0.303,0.867,0.907
,,comparative,broken.swiss,le.skl,2000,12,0.279,0.89,0.921
,,comparative,broken.swiss,le.skl,2000,14,0.321,0.856,0.902
,,comparative,broken.swiss,le.skl,2000,15,0.305,0.873,0.909
,,comparative,broken.swiss,le.skl,2000,5,0.138,0.971,0.883
,,comparative,broken.swiss,le.skl,2000,6,0.227,0.901,0.925
,,comparative,broken.swiss,le.skl,2000,9,0.282,0.884,0.913
,,comparative,broken.swiss,le.skl,2000,7,0.343,0.849,0.899
,,comparative,broken.swiss,le.skl,2000,8,0.263,0.899,0.935
,,comparative,broken.swiss,le.skl,2000,11,0.269,0.89,0.943
,,comparative,broken.swiss,le.skl,2000,10,0.31,0.856,0.9
,,comparative,broken.swiss,le.skl,2000,13,0.303,0.867,0.907
,,comparative,broken.swiss,le.skl,2000,12,0.279,0.89,0.921
,,comparative,broken.swiss,le.skl,2000,14,0.321,0.856,0.902
,,comparative,broken.swiss,le.skl,2000,15,0.305,0.873,0.909
,,comparative,broken.swiss,le.skl,2000,5,0.138,0.971,0.883
,,comparative,coil20,hlle,2000,6,0.098,0.954,0.989
,,comparative,coil20,hlle,2000,7,0.137,0.982,0.984
,,comparative,coil20,hlle,2000,8,0.15,0.968,0.982
,,comparative,coil20,hlle,2000,5,0.153,0.971,0.987
,,comparative,coil20,hlle,2000,12,0.085,0.971,0.979
,,comparative,coil20,hlle,2000,9,0.139,0.971,0.979
,,comparative,coil20,hlle,2000,14,0.078,0.962,0.977
,,comparative,coil20,hlle,2000,10,0.078,0.97,0.981
,,comparative,coil20,hlle,2000,11,0.082,0.968,0.982
,,comparative,coil20,hlle,2000,13,0.098,0.971,0.978
,,comparative,coil20,hlle,2000,15,0.127,0.956,0.979
,,comparative,coil20,hlle,2000,6,0.098,0.954,0.989
,,comparative,coil20,hlle,2000,7,0.137,0.982,0.984
,,comparative,coil20,hlle,2000,8,0.15,0.968,0.982
,,comparative,coil20,hlle,2000,5,0.153,0.971,0.987
,,comparative,coil20,hlle,2000,12,0.085,0.971,0.979
,,comparative,coil20,hlle,2000,9,0.139,0.971,0.979
,,comparative,coil20,hlle,2000,14,0.078,0.962,0.977
,,comparative,coil20,hlle,2000,10,0.078,0.97,0.981
,,comparative,coil20,hlle,2000,11,0.082,0.968,0.982
,,comparative,coil20,hlle,2000,13,0.098,0.971,0.978
,,comparative,coil20,hlle,2000,15,0.127,0.956,0.979
,,eng,coil20,le,2000,10,0.407,0.808,0.772
,,eng,coil20,le,2000,8,0.42,0.797,0.818
,,eng,coil20,le,2000,12,0.218,0.885,0.985
,,eng,coil20,le,2000,6,0.64,0.67,0.713
,,eng,coil20,le,2000,15,0.155,0.964,0.99
,,eng,coil20,le,2000,5,0.341,0.842,0.836
,,eng,coil20,le,2000,13,0.215,0.897,0.985
,,eng,coil20,le,2000,14,0.174,0.954,0.988
,,eng,coil20,le,2000,9,0.41,0.814,0.787
,,eng,coil20,le,2000,11,0.265,0.893,0.986
,,eng,coil20,le,2000,7,0.324,0.85,0.846
,,eng,coil20,le,2000,10,0.407,0.808,0.772
,,eng,coil20,le,2000,8,0.42,0.797,0.818
,,eng,coil20,le,2000,12,0.218,0.885,0.985
,,eng,coil20,le,2000,6,0.64,0.67,0.713
,,eng,coil20,le,2000,15,0.155,0.964,0.99
,,eng,coil20,le,2000,5,0.341,0.842,0.836
,,eng,coil20,le,2000,13,0.215,0.897,0.985
,,eng,coil20,le,2000,14,0.174,0.954,0.988
,,eng,coil20,le,2000,9,0.41,0.814,0.787
,,eng,coil20,le,2000,11,0.265,0.893,0.986
,,eng,coil20,le,2000,7,0.324,0.85,0.846
,,comparative,swiss,hlle.skl,2000,6,0.059,0.999,0.999
,,comparative,swiss,hlle.skl,2000,13,0.059,0.998,0.998
,,comparative,swiss,hlle.skl,2000,7,0.06,0.999,0.999
,,comparative,swiss,hlle.skl,2000,11,0.06,0.998,0.998
,,comparative,swiss,hlle.skl,2000,15,0.059,0.998,0.998
,,comparative,swiss,hlle.skl,2000,10,0.06,0.998,0.998
,,comparative,swiss,hlle.skl,2000,8,0.06,0.999,0.999
,,comparative,swiss,hlle.skl,2000,9,0.06,0.999,0.999
,,comparative,swiss,hlle.skl,2000,12,0.06,0.998,0.998
,,comparative,swiss,hlle.skl,2000,14,0.059,0.998,0.998
,,comparative,swiss,hlle.skl,2000,6,0.059,0.999,0.999
,,comparative,swiss,hlle.skl,2000,13,0.059,0.998,0.998
,,comparative,swiss,hlle.skl,2000,7,0.06,0.999,0.999
,,comparative,swiss,hlle.skl,2000,11,0.06,0.998,0.998
,,comparative,swiss,hlle.skl,2000,15,0.059,0.998,0.998
,,comparative,swiss,hlle.skl,2000,10,0.06,0.998,0.998
,,comparative,swiss,hlle.skl,2000,8,0.06,0.999,0.999
,,comparative,swiss,hlle.skl,2000,9,0.06,0.999,0.999
,,comparative,swiss,hlle.skl,2000,12,0.06,0.998,0.998
,,comparative,swiss,hlle.skl,2000,14,0.059,0.998,0.998
,,comparative,twinpeaks,hlle.skl,2000,12,0.003,0.987,0.994
,,comparative,twinpeaks,hlle.skl,2000,9,0.016,0.963,0.991
,,comparative,twinpeaks,hlle.skl,2000,10,0.018,0.96,0.99
,,comparative,twinpeaks,hlle.skl,2000,15,0.002,0.984,0.993
,,comparative,twinpeaks,hlle.skl,2000,13,0.003,0.985,0.993
,,comparative,twinpeaks,hlle.skl,2000,14,0.004,0.974,0.991
,,comparative,twinpeaks,hlle.skl,2000,6,0.004,0.964,0.681
,,comparative,twinpeaks,hlle.skl,2000,11,0.005,0.984,0.993
,,comparative,twinpeaks,hlle.skl,2000,8,0.005,0.991,0.705
,,comparative,twinpeaks,hlle.skl,2000,7,0.001,0.988,0.68
,,comparative,twinpeaks,hlle.skl,2000,12,0.003,0.987,0.994
,,comparative,twinpeaks,hlle.skl,2000,9,0.016,0.963,0.991
,,comparative,twinpeaks,hlle.skl,2000,10,0.018,0.96,0.99
,,comparative,twinpeaks,hlle.skl,2000,15,0.002,0.984,0.993
,,comparative,twinpeaks,hlle.skl,2000,13,0.003,0.985,0.993
,,comparative,twinpeaks,hlle.skl,2000,14,0.004,0.974,0.991
,,comparative,twinpeaks,hlle.skl,2000,6,0.004,0.964,0.681
,,comparative,twinpeaks,hlle.skl,2000,11,0.005,0.984,0.993
,,comparative,twinpeaks,hlle.skl,2000,8,0.005,0.991,0.705
,,comparative,twinpeaks,hlle.skl,2000,7,0.001,0.988,0.68
,,comparative,helix,hlle.skl,2000,12,0.395,0.738,0.998
,,comparative,helix,hlle.skl,2000,13,0.155,0.739,0.998
,,comparative,helix,hlle.skl,2000,11,0.272,0.742,0.998
,,comparative,helix,hlle.skl,2000,5,0.026,0.992,0.955
,,comparative,helix,hlle.skl,2000,14,0.441,0.736,0.998
,,comparative,helix,hlle.skl,2000,9,0.264,0.801,0.726
,,comparative,helix,hlle.skl,2000,15,0.331,0.739,0.998
,,comparative,helix,hlle.skl,2000,8,0.128,0.783,0.765
,,comparative,helix,hlle.skl,2000,6,0.021,0.996,0.872
,,comparative,helix,hlle.skl,2000,10,0.258,0.758,0.744
,,comparative,helix,hlle.skl,2000,7,0.287,0.7,0.597
,,comparative,helix,hlle.skl,2000,12,0.395,0.738,0.998
,,comparative,helix,hlle.skl,2000,13,0.155,0.739,0.998
,,comparative,helix,hlle.skl,2000,11,0.272,0.742,0.998
,,comparative,helix,hlle.skl,2000,5,0.026,0.992,0.955
,,comparative,helix,hlle.skl,2000,14,0.441,0.736,0.998
,,comparative,helix,hlle.skl,2000,9,0.264,0.801,0.726
,,comparative,helix,hlle.skl,2000,15,0.331,0.739,0.998
,,comparative,helix,hlle.skl,2000,8,0.128,0.783,0.765
,,comparative,helix,hlle.skl,2000,6,0.021,0.996,0.872
,,comparative,helix,hlle.skl,2000,10,0.258,0.758,0.744
,,comparative,helix,hlle.skl,2000,7,0.287,0.7,0.597
,,comparative,broken.swiss,hlle.skl,2000,8,0.487,0.84,0.864
,,comparative,broken.swiss,hlle.skl,2000,11,0.469,0.767,0.882
,,comparative,broken.swiss,hlle.skl,2000,15,0.504,0.834,0.862
,,comparative,broken.swiss,hlle.skl,2000,7,0.466,0.82,0.787
,,comparative,broken.swiss,hlle.skl,2000,14,0.499,0.767,0.881
,,comparative,broken.swiss,hlle.skl,2000,12,0.477,0.833,0.863
,,comparative,broken.swiss,hlle.skl,2000,6,0.287,1.0,0.847
,,comparative,broken.swiss,hlle.skl,2000,9,0.483,0.835,0.863
,,comparative,broken.swiss,hlle.skl,2000,13,0.483,0.834,0.863
,,comparative,broken.swiss,hlle.skl,2000,10,0.497,0.835,0.863
,,comparative,broken.swiss,hlle.skl,2000,8,0.487,0.84,0.864
,,comparative,broken.swiss,hlle.skl,2000,11,0.469,0.767,0.882
,,comparative,broken.swiss,hlle.skl,2000,15,0.504,0.834,0.862
,,comparative,broken.swiss,hlle.skl,2000,7,0.466,0.82,0.787
,,comparative,broken.swiss,hlle.skl,2000,14,0.499,0.767,0.881
,,comparative,broken.swiss,hlle.skl,2000,12,0.477,0.833,0.863
,,comparative,broken.swiss,hlle.skl,2000,6,0.287,1.0,0.847
,,comparative,broken.swiss,hlle.skl,2000,9,0.483,0.835,0.863
,,comparative,broken.swiss,hlle.skl,2000,13,0.483,0.834,0.863
,,comparative,broken.swiss,hlle.skl,2000,10,0.497,0.835,0.863
,,comparative,coil20,isomap.skl,2000,14,0.103,0.978,0.995
,,comparative,coil20,isomap.skl,2000,15,0.091,0.98,0.995
,,comparative,coil20,isomap.skl,2000,13,0.096,0.983,0.995
,,comparative,coil20,isomap.skl,2000,12,0.09,0.982,0.995
,,comparative,coil20,isomap.skl,2000,11,0.088,0.983,0.996
,,comparative,coil20,isomap.skl,2000,10,0.081,0.976,0.996
,,comparative,coil20,isomap.skl,2000,9,0.085,0.983,0.997
,,comparative,coil20,isomap.skl,2000,8,0.058,0.991,0.998
,,comparative,coil20,isomap.skl,2000,5,0.066,0.989,0.998
,,comparative,coil20,isomap.skl,2000,7,0.083,0.987,0.997
,,comparative,coil20,isomap.skl,2000,6,0.089,0.983,0.998
,,comparative,coil20,isomap.skl,2000,14,0.103,0.978,0.995
,,comparative,coil20,isomap.skl,2000,15,0.091,0.98,0.995
,,comparative,coil20,isomap.skl,2000,13,0.096,0.983,0.995
,,comparative,coil20,isomap.skl,2000,12,0.09,0.982,0.995
,,comparative,coil20,isomap.skl,2000,11,0.088,0.983,0.996
,,comparative,coil20,isomap.skl,2000,10,0.081,0.976,0.996
,,comparative,coil20,isomap.skl,2000,9,0.085,0.983,0.997
,,comparative,coil20,isomap.skl,2000,8,0.058,0.991,0.998
,,comparative,coil20,isomap.skl,2000,5,0.066,0.989,0.998
,,comparative,coil20,isomap.skl,2000,7,0.083,0.987,0.997
,,comparative,coil20,isomap.skl,2000,6,0.089,0.983,0.998
,,eng,two.swiss,le.eng,2000,7,0.28,0.939,0.995
,,eng,two.swiss,le.eng,2000,5,0.195,0.973,0.996
,,eng,two.swiss,le.eng,2000,6,0.229,0.957,0.995
,,eng,two.swiss,le.eng,2000,8,0.314,0.929,0.994
,,eng,two.swiss,le.eng,2000,9,0.356,0.92,0.994
,,eng,two.swiss,le.eng,2000,14,0.408,0.908,0.992
,,eng,two.swiss,le.eng,2000,13,0.406,0.911,0.992
,,eng,two.swiss,le.eng,2000,10,0.391,0.913,0.993
,,eng,two.swiss,le.eng,2000,15,0.405,0.907,0.992
,,eng,two.swiss,le.eng,2000,12,0.396,0.91,0.992
,,eng,two.swiss,le.eng,2000,11,0.407,0.911,0.993
,,eng,two.swiss,le.eng,2000,7,0.28,0.939,0.995
,,eng,two.swiss,le.eng,2000,5,0.195,0.973,0.996
,,eng,two.swiss,le.eng,2000,6,0.229,0.957,0.995
,,eng,two.swiss,le.eng,2000,8,0.314,0.929,0.994
,,eng,two.swiss,le.eng,2000,9,0.356,0.92,0.994
,,eng,two.swiss,le.eng,2000,14,0.408,0.908,0.992
,,eng,two.swiss,le.eng,2000,13,0.406,0.911,0.992
,,eng,two.swiss,le.eng,2000,10,0.391,0.913,0.993
,,eng,two.swiss,le.eng,2000,15,0.405,0.907,0.992
,,eng,two.swiss,le.eng,2000,12,0.396,0.91,0.992
,,eng,two.swiss,le.eng,2000,11,0.407,0.911,0.993
,,comparative,swiss,ltsa.skl,2000,11,0.06,0.998,0.998
,,comparative,swiss,ltsa.skl,2000,8,0.06,0.999,0.999
,,comparative,swiss,ltsa.skl,2000,5,0.463,0.788,0.986
,,comparative,swiss,ltsa.skl,2000,14,0.059,0.998,0.998
,,comparative,swiss,ltsa.skl,2000,12,0.06,0.998,0.998
,,comparative,swiss,ltsa.skl,2000,6,0.059,0.999,0.999
,,comparative,swiss,ltsa.skl,2000,9,0.06,0.999,0.999
,,comparative,swiss,ltsa.skl,2000,15,0.059,0.998,0.998
,,comparative,swiss,ltsa.skl,2000,13,0.059,0.998,0.998
,,comparative,swiss,ltsa.skl,2000,10,0.06,0.998,0.998
,,comparative,swiss,ltsa.skl,2000,7,0.06,0.999,0.999
,,comparative,swiss,ltsa.skl,2000,11,0.06,0.998,0.998
,,comparative,swiss,ltsa.skl,2000,8,0.06,0.999,0.999
,,comparative,swiss,ltsa.skl,2000,5,0.463,0.788,0.986
,,comparative,swiss,ltsa.skl,2000,14,0.059,0.998,0.998
,,comparative,swiss,ltsa.skl,2000,12,0.06,0.998,0.998
,,comparative,swiss,ltsa.skl,2000,6,0.059,0.999,0.999
,,comparative,swiss,ltsa.skl,2000,9,0.06,0.999,0.999
,,comparative,swiss,ltsa.skl,2000,15,0.059,0.998,0.998
,,comparative,swiss,ltsa.skl,2000,13,0.059,0.998,0.998
,,comparative,swiss,ltsa.skl,2000,10,0.06,0.998,0.998
,,comparative,swiss,ltsa.skl,2000,7,0.06,0.999,0.999
,,comparative,coil20,lle.skl,2000,5,0.113,0.95,0.985
,,comparative,coil20,lle.skl,2000,6,0.1,0.958,0.986
,,comparative,coil20,lle.skl,2000,7,0.087,0.967,0.986
,,comparative,coil20,lle.skl,2000,8,0.122,0.944,0.978
,,comparative,coil20,lle.skl,2000,9,0.097,0.968,0.975
,,comparative,coil20,lle.skl,2000,10,0.112,0.957,0.981
,,comparative,coil20,lle.skl,2000,12,0.104,0.965,0.98
,,comparative,coil20,lle.skl,2000,11,0.111,0.956,0.979
,,comparative,coil20,lle.skl,2000,14,0.081,0.968,0.974
,,comparative,coil20,lle.skl,2000,13,0.108,0.95,0.971
,,comparative,coil20,lle.skl,2000,15,0.119,0.951,0.974
,,comparative,coil20,lle.skl,2000,5,0.113,0.95,0.985
,,comparative,coil20,lle.skl,2000,6,0.1,0.958,0.986
,,comparative,coil20,lle.skl,2000,7,0.087,0.967,0.986
,,comparative,coil20,lle.skl,2000,8,0.122,0.944,0.978
,,comparative,coil20,lle.skl,2000,9,0.097,0.968,0.975
,,comparative,coil20,lle.skl,2000,10,0.112,0.957,0.981
,,comparative,coil20,lle.skl,2000,12,0.104,0.965,0.98
,,comparative,coil20,lle.skl,2000,11,0.111,0.956,0.979
,,comparative,coil20,lle.skl,2000,14,0.081,0.968,0.974
,,comparative,coil20,lle.skl,2000,13,0.108,0.95,0.971
,,comparative,coil20,lle.skl,2000,15,0.119,0.951,0.974
,,comparative,twinpeaks,ltsa.skl,2000,15,0.002,0.984,0.993
,,comparative,twinpeaks,ltsa.skl,2000,13,0.003,0.985,0.993
,,comparative,twinpeaks,ltsa.skl,2000,12,0.003,0.987,0.994
,,comparative,twinpeaks,ltsa.skl,2000,9,0.016,0.963,0.991
,,comparative,twinpeaks,ltsa.skl,2000,14,0.004,0.974,0.991
,,comparative,twinpeaks,ltsa.skl,2000,10,0.018,0.96,0.99
,,comparative,twinpeaks,ltsa.skl,2000,6,0.011,0.971,0.679
,,comparative,twinpeaks,ltsa.skl,2000,8,0.007,0.982,0.7
,,comparative,twinpeaks,ltsa.skl,2000,7,0.002,0.987,0.697
,,comparative,twinpeaks,ltsa.skl,2000,11,0.005,0.984,0.993
,,comparative,twinpeaks,ltsa.skl,2000,5,0.009,0.984,0.707
,,comparative,twinpeaks,ltsa.skl,2000,15,0.002,0.984,0.993
,,comparative,twinpeaks,ltsa.skl,2000,13,0.003,0.985,0.993
,,comparative,twinpeaks,ltsa.skl,2000,12,0.003,0.987,0.994
,,comparative,twinpeaks,ltsa.skl,2000,9,0.016,0.963,0.991
,,comparative,twinpeaks,ltsa.skl,2000,14,0.004,0.974,0.991
,,comparative,twinpeaks,ltsa.skl,2000,10,0.018,0.96,0.99
,,comparative,twinpeaks,ltsa.skl,2000,6,0.011,0.971,0.679
,,comparative,twinpeaks,ltsa.skl,2000,8,0.007,0.982,0.7
,,comparative,twinpeaks,ltsa.skl,2000,7,0.002,0.987,0.697
,,comparative,twinpeaks,ltsa.skl,2000,11,0.005,0.984,0.993
,,comparative,twinpeaks,ltsa.skl,2000,5,0.009,0.984,0.707
,,comparative,broken.swiss,ltsa.skl,2000,5,0.42,0.792,0.782
,,comparative,broken.swiss,ltsa.skl,2000,7,0.417,0.763,0.783
,,comparative,broken.swiss,ltsa.skl,2000,14,0.51,0.834,0.862
,,comparative,broken.swiss,ltsa.skl,2000,9,0.483,0.835,0.863
,,comparative,broken.swiss,ltsa.skl,2000,13,0.483,0.834,0.863
,,comparative,broken.swiss,ltsa.skl,2000,12,0.477,0.833,0.863
,,comparative,broken.swiss,ltsa.skl,2000,6,0.383,0.771,0.866
,,comparative,broken.swiss,ltsa.skl,2000,11,0.491,0.834,0.863
,,comparative,broken.swiss,ltsa.skl,2000,10,0.497,0.835,0.863
,,comparative,broken.swiss,ltsa.skl,2000,8,0.487,0.84,0.864
,,comparative,broken.swiss,ltsa.skl,2000,15,0.504,0.834,0.862
,,comparative,broken.swiss,ltsa.skl,2000,5,0.42,0.792,0.782
,,comparative,broken.swiss,ltsa.skl,2000,7,0.417,0.763,0.783
,,comparative,broken.swiss,ltsa.skl,2000,14,0.51,0.834,0.862
,,comparative,broken.swiss,ltsa.skl,2000,9,0.483,0.835,0.863
,,comparative,broken.swiss,ltsa.skl,2000,13,0.483,0.834,0.863
,,comparative,broken.swiss,ltsa.skl,2000,12,0.477,0.833,0.863
,,comparative,broken.swiss,ltsa.skl,2000,6,0.383,0.771,0.866
,,comparative,broken.swiss,ltsa.skl,2000,11,0.491,0.834,0.863
,,comparative,broken.swiss,ltsa.skl,2000,10,0.497,0.835,0.863
,,comparative,broken.swiss,ltsa.skl,2000,8,0.487,0.84,0.864
,,comparative,broken.swiss,ltsa.skl,2000,15,0.504,0.834,0.862
,,comparative,helix,ltsa.skl,2000,13,0.155,0.739,0.998
,,comparative,helix,ltsa.skl,2000,11,0.272,0.742,0.998
,,comparative,helix,ltsa.skl,2000,12,0.395,0.738,0.998
,,comparative,helix,ltsa.skl,2000,5,0.062,0.945,0.932
,,comparative,helix,ltsa.skl,2000,15,0.331,0.739,0.998
,,comparative,helix,ltsa.skl,2000,14,0.441,0.736,0.998
,,comparative,helix,ltsa.skl,2000,10,0.214,0.79,0.745
,,comparative,helix,ltsa.skl,2000,8,0.16,0.782,0.746
,,comparative,helix,ltsa.skl,2000,9,0.242,0.742,0.703
,,comparative,helix,ltsa.skl,2000,6,0.016,0.996,0.878
,,comparative,helix,ltsa.skl,2000,7,0.218,0.823,0.746
,,comparative,helix,ltsa.skl,2000,13,0.155,0.739,0.998
,,comparative,helix,ltsa.skl,2000,11,0.272,0.742,0.998
,,comparative,helix,ltsa.skl,2000,12,0.395,0.738,0.998
,,comparative,helix,ltsa.skl,2000,5,0.062,0.945,0.932
,,comparative,helix,ltsa.skl,2000,15,0.331,0.739,0.998
,,comparative,helix,ltsa.skl,2000,14,0.441,0.736,0.998
,,comparative,helix,ltsa.skl,2000,10,0.214,0.79,0.745
,,comparative,helix,ltsa.skl,2000,8,0.16,0.782,0.746
,,comparative,helix,ltsa.skl,2000,9,0.242,0.742,0.703
,,comparative,helix,ltsa.skl,2000,6,0.016,0.996,0.878
,,comparative,helix,ltsa.skl,2000,7,0.218,0.823,0.746
,,comparative,coil20,le.skl,2000,7,0.124,0.982,0.994
,,comparative,coil20,le.skl,2000,5,0.091,0.974,0.993
,,comparative,coil20,le.skl,2000,9,0.132,0.971,0.993
,,comparative,coil20,le.skl,2000,11,0.136,0.965,0.993
,,comparative,coil20,le.skl,2000,6,0.109,0.982,0.994
,,comparative,coil20,le.skl,2000,8,0.114,0.977,0.993
,,comparative,coil20,le.skl,2000,15,0.155,0.949,0.989
,,comparative,coil20,le.skl,2000,10,0.128,0.971,0.994
,,comparative,coil20,le.skl,2000,12,0.147,0.957,0.992
,,comparative,coil20,le.skl,2000,13,0.169,0.945,0.99
,,comparative,coil20,le.skl,2000,14,0.172,0.932,0.989
,,comparative,coil20,le.skl,2000,7,0.124,0.982,0.994
,,comparative,coil20,le.skl,2000,5,0.091,0.974,0.993
,,comparative,coil20,le.skl,2000,9,0.132,0.971,0.993
,,comparative,coil20,le.skl,2000,11,0.136,0.965,0.993
,,comparative,coil20,le.skl,2000,6,0.109,0.982,0.994
,,comparative,coil20,le.skl,2000,8,0.114,0.977,0.993
,,comparative,coil20,le.skl,2000,15,0.155,0.949,0.989
,,comparative,coil20,le.skl,2000,10,0.128,0.971,0.994
,,comparative,coil20,le.skl,2000,12,0.147,0.957,0.992
,,comparative,coil20,le.skl,2000,13,0.169,0.945,0.99
,,comparative,coil20,le.skl,2000,14,0.172,0.932,0.989
,,comparative,coil20,ltsa.skl,2000,11,0.329,0.873,0.967
,,comparative,coil20,ltsa.skl,2000,6,0.642,0.671,0.632
,,comparative,coil20,ltsa.skl,2000,10,0.024,0.968,0.876
,,comparative,coil20,ltsa.skl,2000,5,0.356,0.878,0.837
,,comparative,coil20,ltsa.skl,2000,12,0.138,0.926,0.976
,,comparative,coil20,ltsa.skl,2000,7,0.052,0.938,0.972
,,comparative,coil20,ltsa.skl,2000,8,0.047,0.968,0.902
,,comparative,coil20,ltsa.skl,2000,9,0.06,0.965,0.887
,,comparative,coil20,ltsa.skl,2000,15,0.111,0.937,0.979
,,comparative,coil20,ltsa.skl,2000,14,0.093,0.929,0.977
,,comparative,coil20,ltsa.skl,2000,13,0.156,0.915,0.974
,,comparative,coil20,ltsa.skl,2000,11,0.329,0.873,0.967
,,comparative,coil20,ltsa.skl,2000,6,0.642,0.671,0.632
,,comparative,coil20,ltsa.skl,2000,10,0.024,0.968,0.876
,,comparative,coil20,ltsa.skl,2000,5,0.356,0.878,0.837
,,comparative,coil20,ltsa.skl,2000,12,0.138,0.926,0.976
,,comparative,coil20,ltsa.skl,2000,7,0.052,0.938,0.972
,,comparative,coil20,ltsa.skl,2000,8,0.047,0.968,0.902
,,comparative,coil20,ltsa.skl,2000,9,0.06,0.965,0.887
,,comparative,coil20,ltsa.skl,2000,15,0.111,0.937,0.979
,,comparative,coil20,ltsa.skl,2000,14,0.093,0.929,0.977
,,comparative,coil20,ltsa.skl,2000,13,0.156,0.915,0.974
,,comparative,difficult,hlle,2000,5,0.477,0.901,0.978
,,comparative,difficult,hlle,2000,14,0.378,0.98,0.991
,,comparative,difficult,hlle,2000,11,0.492,0.855,0.931
,,comparative,difficult,hlle,2000,7,0.476,0.835,0.915
,,comparative,difficult,hlle,2000,12,0.452,0.94,0.962
,,comparative,difficult,hlle,2000,8,0.45,0.856,0.933
,,comparative,difficult,hlle,2000,15,0.414,0.976,0.99
,,comparative,difficult,hlle,2000,9,0.468,0.801,0.909
,,comparative,difficult,hlle,2000,10,0.489,0.891,0.933
,,comparative,difficult,hlle,2000,13,0.428,0.937,0.976
,,comparative,difficult,hlle,2000,6,0.468,0.92,0.97
,,comparative,difficult,hlle,2000,5,0.477,0.901,0.978
,,comparative,difficult,hlle,2000,14,0.378,0.98,0.991
,,comparative,difficult,hlle,2000,11,0.492,0.855,0.931
,,comparative,difficult,hlle,2000,7,0.476,0.835,0.915
,,comparative,difficult,hlle,2000,12,0.452,0.94,0.962
,,comparative,difficult,hlle,2000,8,0.45,0.856,0.933
,,comparative,difficult,hlle,2000,15,0.414,0.976,0.99
,,comparative,difficult,hlle,2000,9,0.468,0.801,0.909
,,comparative,difficult,hlle,2000,10,0.489,0.891,0.933
,,comparative,difficult,hlle,2000,13,0.428,0.937,0.976
,,comparative,difficult,hlle,2000,6,0.468,0.92,0.97
,,comparative,difficult,isomap.skl,2000,5,0.378,0.984,0.996
,,comparative,difficult,isomap.skl,2000,6,0.357,0.978,0.995
,,comparative,difficult,isomap.skl,2000,7,0.366,0.976,0.995
