start,end,paper,dataname,method,n_samples,n_neighbors,1-NN,Trustworthiness,Continuity
27-00:14:38,27-00:15:00,broken.s_curve,hlle,1000,13,0.402,0.968,0.84
27-00:15:00,27-00:15:23,broken.s_curve,hlle,1000,14,0.346,0.973,0.841
27-00:15:23,27-00:15:47,broken.s_curve,hlle,1000,15,0.358,0.972,0.841
27-00:15:51,27-00:15:53,broken.s_curve,isomap.eng,1000,5,0.08,0.992,0.995
27-00:15:53,27-00:15:54,broken.s_curve,isomap.eng,1000,6,0.084,0.992,0.995
27-00:15:54,27-00:15:56,broken.s_curve,isomap.eng,1000,7,0.078,0.99,0.994
27-00:15:56,27-00:15:58,broken.s_curve,isomap.eng,1000,8,0.076,0.988,0.993
27-00:15:58,27-00:16:00,broken.s_curve,isomap.eng,1000,9,0.078,0.989,0.993
27-00:16:00,27-00:16:02,broken.s_curve,isomap.eng,1000,10,0.079,0.989,0.993
27-00:16:02,27-00:16:04,broken.s_curve,isomap.eng,1000,11,0.084,0.984,0.992
27-00:16:04,27-00:16:06,broken.s_curve,isomap.eng,1000,12,0.088,0.982,0.991
27-00:16:06,27-00:16:08,broken.s_curve,isomap.eng,1000,13,0.079,0.982,0.991
27-00:16:08,27-00:16:10,broken.s_curve,isomap.eng,1000,14,0.075,0.982,0.991
27-00:16:10,27-00:16:12,broken.s_curve,isomap.eng,1000,15,0.077,0.981,0.991
27-00:16:15,27-00:16:17,broken.s_curve,lle.eng,1000,5,0.134,0.97,0.988
27-00:16:17,27-00:16:19,broken.s_curve,lle.eng,1000,6,0.087,0.971,0.99
27-00:16:19,27-00:16:21,broken.s_curve,lle.eng,1000,7,0.088,0.961,0.989
27-00:16:21,27-00:16:23,broken.s_curve,lle.eng,1000,8,0.125,0.966,0.991
27-00:16:23,27-00:16:24,broken.s_curve,lle.eng,1000,9,0.083,0.977,0.99
27-00:16:24,27-00:16:26,broken.s_curve,lle.eng,1000,10,0.128,0.972,0.989
27-00:16:26,27-00:16:28,broken.s_curve,lle.eng,1000,11,0.123,0.96,0.988
27-00:16:28,27-00:16:29,broken.s_curve,lle.eng,1000,12,0.115,0.957,0.987
27-00:16:29,27-00:16:31,broken.s_curve,lle.eng,1000,13,0.148,0.956,0.985
27-00:16:31,27-00:16:33,broken.s_curve,lle.eng,1000,14,0.125,0.94,0.986
27-00:16:33,27-00:16:35,broken.s_curve,lle.eng,1000,15,0.133,0.936,0.987
27-00:16:39,27-00:16:41,broken.s_curve,le.eng,1000,5,0.212,0.949,0.99
27-00:16:41,27-00:16:43,broken.s_curve,le.eng,1000,6,0.179,0.948,0.989
27-00:16:43,27-00:16:45,broken.s_curve,le.eng,1000,7,0.174,0.95,0.988
27-00:16:45,27-00:16:48,broken.s_curve,le.eng,1000,8,0.189,0.952,0.988
27-00:16:48,27-00:16:50,broken.s_curve,le.eng,1000,9,0.208,0.948,0.987
27-00:16:50,27-00:16:52,broken.s_curve,le.eng,1000,10,0.215,0.949,0.986
27-00:16:52,27-00:16:55,broken.s_curve,le.eng,1000,11,0.205,0.946,0.986
27-00:16:55,27-00:16:57,broken.s_curve,le.eng,1000,12,0.213,0.946,0.985
27-00:16:57,27-00:16:59,broken.s_curve,le.eng,1000,13,0.223,0.948,0.985
27-00:16:59,27-00:17:02,broken.s_curve,le.eng,1000,14,0.231,0.944,0.985
27-00:17:02,27-00:17:04,broken.s_curve,le.eng,1000,15,0.254,0.944,0.984
27-00:17:07,27-00:17:31,broken.s_curve,hlle.eng,1000,5,0.134,0.97,0.988
27-00:17:31,27-00:17:54,broken.s_curve,hlle.eng,1000,6,0.087,0.971,0.99
27-00:17:54,27-00:18:18,broken.s_curve,hlle.eng,1000,7,0.088,0.961,0.989
27-00:18:18,27-00:18:41,broken.s_curve,hlle.eng,1000,8,0.125,0.966,0.991
27-00:18:41,27-00:19:04,broken.s_curve,hlle.eng,1000,9,0.083,0.977,0.99
27-00:19:04,27-00:19:28,broken.s_curve,hlle.eng,1000,10,0.128,0.972,0.989
27-00:19:28,27-00:19:51,broken.s_curve,hlle.eng,1000,11,0.123,0.96,0.988
27-00:19:51,27-00:20:15,broken.s_curve,hlle.eng,1000,12,0.115,0.957,0.987
27-00:20:15,27-00:20:40,broken.s_curve,hlle.eng,1000,13,0.148,0.956,0.985
27-00:20:40,27-00:21:05,broken.s_curve,hlle.eng,1000,14,0.125,0.94,0.986
27-00:21:05,27-00:21:29,broken.s_curve,hlle.eng,1000,15,0.133,0.936,0.987
27-00:54:55,27-00:55:14,broken.s_curve.1,mvu,1000,5,0.284,0.954,0.977
27-00:55:14,27-00:55:32,broken.s_curve.1,mvu,1000,6,0.276,0.953,0.977
27-00:55:32,27-00:55:49,broken.s_curve.1,mvu,1000,7,0.291,0.948,0.973
27-00:55:49,27-00:56:07,broken.s_curve.1,mvu,1000,8,0.342,0.936,0.972
27-00:56:07,27-00:56:34,broken.s_curve.1,mvu,1000,9,0.269,0.933,0.973
27-00:56:34,27-00:57:03,broken.s_curve.1,mvu,1000,10,0.277,0.933,0.973
27-00:57:03,27-00:57:39,broken.s_curve.1,mvu,1000,11,0.245,0.936,0.975
27-00:57:39,27-00:58:13,broken.s_curve.1,mvu,1000,12,0.256,0.937,0.975
27-00:58:13,27-00:58:46,broken.s_curve.1,mvu,1000,13,0.246,0.934,0.974
27-00:58:46,27-00:59:36,broken.s_curve.1,mvu,1000,14,0.266,0.934,0.973
27-00:59:36,27-01:00:43,broken.s_curve.1,mvu,1000,15,0.236,0.935,0.972
27-01:00:50,27-01:00:52,broken.s_curve.1,isomap,1000,5,0.273,0.949,0.987
27-01:00:52,27-01:00:53,broken.s_curve.1,isomap,1000,6,0.264,0.946,0.987
27-01:00:53,27-01:00:55,broken.s_curve.1,isomap,1000,7,0.257,0.946,0.986
27-01:00:55,27-01:00:56,broken.s_curve.1,isomap,1000,8,0.255,0.946,0.985
27-01:00:56,27-01:00:58,broken.s_curve.1,isomap,1000,9,0.271,0.947,0.985
27-01:00:58,27-01:00:59,broken.s_curve.1,isomap,1000,10,0.283,0.947,0.984
27-01:00:59,27-01:01:01,broken.s_curve.1,isomap,1000,11,0.271,0.947,0.984
27-01:01:01,27-01:01:03,broken.s_curve.1,isomap,1000,12,0.284,0.946,0.983
27-01:01:03,27-01:01:05,broken.s_curve.1,isomap,1000,13,0.276,0.946,0.983
27-01:01:05,27-01:01:06,broken.s_curve.1,isomap,1000,14,0.269,0.946,0.982
27-01:01:06,27-01:01:08,broken.s_curve.1,isomap,1000,15,0.282,0.945,0.982
27-01:01:12,27-01:01:14,broken.s_curve.1,lle,1000,5,0.507,0.96,0.828
27-01:01:14,27-01:01:15,broken.s_curve.1,lle,1000,6,0.44,0.961,0.831
27-01:01:15,27-01:01:17,broken.s_curve.1,lle,1000,7,0.459,0.972,0.834
27-01:01:17,27-01:01:18,broken.s_curve.1,lle,1000,8,0.447,0.961,0.832
27-01:01:18,27-01:01:19,broken.s_curve.1,lle,1000,9,0.46,0.963,0.836
27-01:01:20,27-01:01:21,broken.s_curve.1,lle,1000,10,0.406,0.974,0.848
27-01:01:21,27-01:01:22,broken.s_curve.1,lle,1000,11,0.436,0.973,0.839
27-01:01:22,27-01:01:24,broken.s_curve.1,lle,1000,12,0.43,0.971,0.841
27-01:01:24,27-01:01:26,broken.s_curve.1,lle,1000,13,0.426,0.969,0.85
27-01:01:26,27-01:01:27,broken.s_curve.1,lle,1000,14,0.438,0.971,0.858
27-01:01:27,27-01:01:29,broken.s_curve.1,lle,1000,15,0.449,0.961,0.857
27-01:01:34,27-01:01:35,broken.s_curve.1,le,1000,5,0.323,0.99,0.83
27-01:01:35,27-01:01:37,broken.s_curve.1,le,1000,6,0.376,0.977,0.798
27-01:01:37,27-01:01:39,broken.s_curve.1,le,1000,7,0.36,0.99,0.855
27-01:01:39,27-01:01:40,broken.s_curve.1,le,1000,8,0.345,0.99,0.859
27-01:01:40,27-01:01:42,broken.s_curve.1,le,1000,9,0.353,0.989,0.859
27-01:01:42,27-01:01:44,broken.s_curve.1,le,1000,10,0.324,0.992,0.86
27-01:01:44,27-01:01:46,broken.s_curve.1,le,1000,11,0.363,0.987,0.857
27-01:01:46,27-01:01:47,broken.s_curve.1,le,1000,12,0.327,0.986,0.852
27-01:01:47,27-01:01:49,broken.s_curve.1,le,1000,13,0.339,0.988,0.853
27-01:01:49,27-01:01:51,broken.s_curve.1,le,1000,14,0.356,0.985,0.853
27-01:01:51,27-01:01:52,broken.s_curve.1,le,1000,15,0.362,0.988,0.856
27-01:01:57,27-01:02:25,broken.s_curve.1,hlle,1000,5,0.432,0.972,0.832
27-01:02:25,27-01:02:52,broken.s_curve.1,hlle,1000,6,0.419,0.968,0.831
27-01:02:52,27-01:03:19,broken.s_curve.1,hlle,1000,7,0.436,0.971,0.832
27-01:03:19,27-01:03:46,broken.s_curve.1,hlle,1000,8,0.445,0.971,0.834
27-01:03:46,27-01:04:13,broken.s_curve.1,hlle,1000,9,0.442,0.967,0.836
27-01:04:13,27-01:04:40,broken.s_curve.1,hlle,1000,10,0.48,0.967,0.839
27-01:04:40,27-01:05:07,broken.s_curve.1,hlle,1000,11,0.474,0.97,0.838
27-01:05:07,27-01:05:34,broken.s_curve.1,hlle,1000,12,0.418,0.968,0.841
27-01:05:34,27-01:06:01,broken.s_curve.1,hlle,1000,13,0.457,0.968,0.84
27-01:06:01,27-01:06:28,broken.s_curve.1,hlle,1000,14,0.409,0.973,0.841
27-01:06:28,27-01:06:56,broken.s_curve.1,hlle,1000,15,0.457,0.972,0.841
27-01:07:01,27-01:07:03,broken.s_curve.1,isomap.eng,1000,5,0.198,0.992,0.995
27-01:07:03,27-01:07:05,broken.s_curve.1,isomap.eng,1000,6,0.206,0.992,0.995
27-01:07:05,27-01:07:08,broken.s_curve.1,isomap.eng,1000,7,0.203,0.99,0.994
27-01:07:08,27-01:07:10,broken.s_curve.1,isomap.eng,1000,8,0.185,0.988,0.993
27-01:07:10,27-01:07:12,broken.s_curve.1,isomap.eng,1000,9,0.191,0.989,0.993
27-01:07:12,27-01:07:15,broken.s_curve.1,isomap.eng,1000,10,0.184,0.989,0.993
27-01:07:15,27-01:07:18,broken.s_curve.1,isomap.eng,1000,11,0.243,0.984,0.992
27-01:07:18,27-01:07:20,broken.s_curve.1,isomap.eng,1000,12,0.259,0.982,0.991
27-01:07:20,27-01:07:22,broken.s_curve.1,isomap.eng,1000,13,0.257,0.982,0.991
27-01:07:22,27-01:07:25,broken.s_curve.1,isomap.eng,1000,14,0.248,0.982,0.991
27-01:07:25,27-01:07:27,broken.s_curve.1,isomap.eng,1000,15,0.248,0.981,0.991
27-01:07:32,27-01:07:34,broken.s_curve.1,lle.eng,1000,5,0.27,0.97,0.988
27-01:07:34,27-01:07:37,broken.s_curve.1,lle.eng,1000,6,0.265,0.971,0.99
27-01:07:37,27-01:07:39,broken.s_curve.1,lle.eng,1000,7,0.249,0.961,0.989
27-01:07:39,27-01:07:41,broken.s_curve.1,lle.eng,1000,8,0.247,0.966,0.991
27-01:07:41,27-01:07:44,broken.s_curve.1,lle.eng,1000,9,0.243,0.977,0.99
27-01:07:44,27-01:07:46,broken.s_curve.1,lle.eng,1000,10,0.233,0.972,0.989
27-01:07:46,27-01:07:49,broken.s_curve.1,lle.eng,1000,11,0.219,0.96,0.988
27-01:07:49,27-01:07:51,broken.s_curve.1,lle.eng,1000,12,0.236,0.957,0.987
27-01:07:51,27-01:07:54,broken.s_curve.1,lle.eng,1000,13,0.201,0.956,0.985
27-01:07:54,27-01:07:57,broken.s_curve.1,lle.eng,1000,14,0.213,0.94,0.986
27-01:07:57,27-01:07:59,broken.s_curve.1,lle.eng,1000,15,0.21,0.936,0.987
27-01:08:04,27-01:08:07,broken.s_curve.1,le.eng,1000,5,0.328,0.949,0.99
27-01:08:07,27-01:08:10,broken.s_curve.1,le.eng,1000,6,0.333,0.948,0.989
27-01:08:10,27-01:08:13,broken.s_curve.1,le.eng,1000,7,0.336,0.95,0.988
27-01:08:13,27-01:08:16,broken.s_curve.1,le.eng,1000,8,0.357,0.952,0.988
27-01:08:16,27-01:08:20,broken.s_curve.1,le.eng,1000,9,0.334,0.948,0.987
27-01:08:20,27-01:08:23,broken.s_curve.1,le.eng,1000,10,0.381,0.949,0.986
27-01:08:23,27-01:08:26,broken.s_curve.1,le.eng,1000,11,0.387,0.946,0.986
27-01:08:26,27-01:08:29,broken.s_curve.1,le.eng,1000,12,0.385,0.946,0.985
27-01:08:29,27-01:08:32,broken.s_curve.1,le.eng,1000,13,0.385,0.948,0.985
27-01:08:32,27-01:08:35,broken.s_curve.1,le.eng,1000,14,0.366,0.944,0.985
27-01:08:35,27-01:08:39,broken.s_curve.1,le.eng,1000,15,0.397,0.944,0.984
27-01:08:43,27-01:09:12,broken.s_curve.1,hlle.eng,1000,5,0.27,0.97,0.988
27-01:09:12,27-01:09:43,broken.s_curve.1,hlle.eng,1000,6,0.265,0.971,0.99
27-01:09:43,27-01:10:12,broken.s_curve.1,hlle.eng,1000,7,0.249,0.961,0.989
27-01:10:12,27-01:10:42,broken.s_curve.1,hlle.eng,1000,8,0.247,0.966,0.991
27-01:10:42,27-01:11:12,broken.s_curve.1,hlle.eng,1000,9,0.243,0.977,0.99
27-01:11:12,27-01:11:40,broken.s_curve.1,hlle.eng,1000,10,0.233,0.972,0.989
27-01:11:40,27-01:12:09,broken.s_curve.1,hlle.eng,1000,11,0.219,0.96,0.988
27-01:12:09,27-01:12:37,broken.s_curve.1,hlle.eng,1000,12,0.236,0.957,0.987
27-01:12:37,27-01:13:07,broken.s_curve.1,hlle.eng,1000,13,0.201,0.956,0.985
27-01:13:07,27-01:13:36,broken.s_curve.1,hlle.eng,1000,14,0.213,0.94,0.986
27-01:13:36,27-01:14:05,broken.s_curve.1,hlle.eng,1000,15,0.21,0.936,0.987
27-01:28:04,27-01:29:00,broken.s_curve.1,mvu,1000,5,0.284,0.954,0.977
